time_ms,rpm,tps,oil_pressure,temperature,turbo_pressure
8040,5922,52,4.270,89.95,-0.069
8052,6001,37,4.337,89.75,0.309
8064,5821,0,4.271,89.90,-0.512
8076,5641,0,4.136,89.70,-0.434
8088,5942,86,4.349,89.85,-0.081
8100,6105,80,4.342,89.65,0.296
8112,6154,14,4.443,89.80,-0.542
8124,6189,10,4.559,89.95,-0.589
8136,6009,0,4.340,89.75,-0.457
8148,6202,55,4.374,89.90,-0.094
8160,6022,0,4.338,89.70,-0.489
8172,6347,93,4.580,89.85,-0.115
8184,6386,11,4.543,89.65,-0.499
8196,6428,12,4.551,89.80,-0.438
8208,6463,10,4.532,89.95,-0.475
8220,6806,98,4.755,89.75,-0.133
8232,6626,0,4.618,89.90,-0.482
8244,6657,9,4.692,89.70,-0.520
8256,6477,0,4.596,89.85,-0.479
8268,6297,0,4.480,89.65,-0.500
8280,6117,0,4.416,89.80,-0.443
8292,6327,60,4.491,89.95,-0.084
8304,6348,6,4.606,89.75,-0.435
8316,6667,91,4.673,89.90,-0.068
8328,6769,49,4.647,89.70,0.315
8340,6589,0,4.616,89.85,-0.431
8352,6592,1,4.641,89.65,-0.515
8364,6631,11,4.742,89.80,-0.528
8376,6746,33,4.748,89.95,-0.181
8388,6566,0,4.572,89.75,-0.439
8400,6386,0,4.563,89.90,-0.603
8412,6449,18,4.460,89.70,-0.527
8424,6642,55,4.737,89.85,-0.148
8436,6462,0,4.505,89.65,-0.465
8448,6528,19,4.558,89.80,-0.451
8460,6836,88,4.783,89.95,-0.077
8472,6899,31,4.892,89.75,0.281
8484,6719,0,4.846,89.90,-0.506
8496,7010,83,4.896,89.70,-0.134
8508,7165,99,5.000,89.85,0.233
8520,7200,71,4.992,89.65,0.585
8532,7200,5,4.956,89.80,-0.594
8544,7020,0,4.860,89.95,-0.455
8556,7188,48,4.900,89.75,-0.081
8568,7200,76,4.932,89.90,0.307
8580,7200,13,4.974,89.70,-0.480
8592,7200,18,5.000,89.85,-0.496
8604,7200,7,4.947,89.65,-0.481
8616,7200,18,5.000,89.80,-0.499
8628,7020,0,4.835,89.95,-0.483
8640,7058,11,4.950,89.75,-0.544
8652,7200,55,4.947,89.90,-0.196
8664,7200,9,4.988,89.70,-0.582
8676,7200,50,5.000,89.85,-0.244
8688,7200,48,5.000,89.65,0.150
8700,7020,0,4.989,89.80,-0.414
8712,7048,8,4.860,89.95,-0.573
8724,7200,68,5.000,89.75,-0.201
8736,7200,4,5.000,89.90,-0.559
8748,7200,37,5.000,89.70,-0.199
8760,7020,0,4.878,89.85,-0.577
8772,6840,0,4.784,89.65,-0.512
8784,7060,63,4.860,89.80,-0.136
8796,7102,12,4.921,89.95,-0.478
8808,6922,0,4.824,89.75,-0.408
8820,6947,7,4.855,89.90,-0.444
8832,7013,19,4.806,89.70,-0.595
8844,7199,53,4.977,89.85,-0.205
8856,7200,52,4.980,89.65,0.159
8868,7200,6,5.000,89.80,-0.523
8880,7200,36,5.000,89.95,-0.154
8892,7020,0,4.865,89.75,-0.510
8904,6840,0,4.820,89.90,-0.388
8916,6660,0,4.713,89.70,-0.567
8928,6810,43,4.711,89.85,-0.205
8940,6814,1,4.813,89.65,-0.484
8952,6634,0,4.678,89.80,-0.540
8964,6697,18,4.756,89.95,-0.471
8976,6886,54,4.879,89.75,-0.096
8988,6706,0,4.763,89.90,-0.596
9000,6526,0,4.653,89.70,-0.424
9012,6346,0,4.455,89.85,-0.576
9024,6692,99,4.663,89.65,-0.225
9036,6785,89,4.701,89.80,0.140
9048,6810,7,4.821,89.95,-0.416
9060,6630,0,4.666,89.75,-0.451
9072,6696,19,4.671,89.90,-0.420
9084,6516,0,4.599,89.70,-0.584
9096,6520,1,4.582,89.85,-0.588
9108,6551,9,4.653,89.65,-0.536
9120,6597,13,4.700,89.80,-0.550
9132,6621,7,4.639,89.95,-0.506
9144,6441,0,4.632,89.75,-0.558
9156,6574,38,4.695,89.90,-0.207
9168,6637,18,4.675,89.70,-0.507
9180,6457,0,4.563,89.85,-0.473
9192,6604,42,4.664,89.65,-0.105
9204,6664,17,4.657,89.80,-0.507
9216,6678,4,4.730,89.95,-0.437
9228,6498,0,4.587,89.75,-0.530
9240,6543,13,4.625,89.90,-0.514
9252,6603,17,4.640,89.70,-0.406
9264,6423,0,4.577,89.85,-0.585
9276,6458,10,4.526,89.65,-0.497
9288,6278,0,4.540,89.80,-0.590
9300,6316,11,4.463,89.95,-0.403
9312,6568,72,4.665,89.75,-0.040
9324,6388,0,4.497,89.90,-0.591
9336,6208,0,4.501,89.70,-0.431
9348,6229,6,4.464,89.85,-0.583
9360,6292,18,4.562,89.65,-0.446
9372,6313,6,4.486,89.80,-0.465
9384,6429,33,4.424,89.95,-0.076
9396,6249,0,4.499,89.75,-0.533
9408,6069,0,4.432,89.90,-0.579
9420,5889,0,4.224,89.70,-0.581
9432,5945,16,4.267,89.85,-0.586
9444,5997,15,4.377,89.65,-0.587
9456,5817,0,4.265,89.80,-0.520
9468,6160,98,4.463,89.95,-0.148
9480,6227,19,4.472,89.75,-0.582
9492,6398,49,4.488,89.90,-0.213
9504,6478,72,4.591,89.70,0.159
9516,6799,87,4.832,89.85,0.529
9528,6802,1,4.762,89.65,-0.450
9540,6865,18,4.820,89.80,-0.511
9552,6879,4,4.791,89.95,-0.490
9564,6699,0,4.773,89.75,-0.465
9576,6519,0,4.652,89.90,-0.484
9588,6339,0,4.447,89.70,-0.402
9600,6644,87,4.751,89.85,-0.039
9612,6668,7,4.813,89.65,-0.472
9624,6938,77,4.937,89.80,-0.087
9636,6990,15,4.818,89.95,-0.599
9648,6810,0,4.841,89.75,-0.590
9660,6630,0,4.655,89.90,-0.515
9672,6781,43,4.839,89.70,-0.149
9684,6932,97,4.935,89.85,0.196
9696,6999,19,4.828,89.65,-0.601
9708,7184,53,4.976,89.80,-0.198
9720,7198,4,4.969,89.95,-0.578
9732,7018,0,4.935,89.75,-0.463
9744,7064,13,4.846,89.90,-0.484
9756,6884,0,4.870,89.70,-0.549
9768,6704,0,4.721,89.85,-0.548
9780,6524,0,4.658,89.65,-0.606
9792,6737,61,4.762,89.80,-0.230
9804,6818,81,4.736,89.95,0.132
9816,6836,5,4.792,89.75,-0.438
9828,6888,15,4.851,89.90,-0.499
9840,6909,6,4.878,89.70,-0.546
9852,7105,56,4.940,89.85,-0.185
9864,7154,14,4.914,89.65,-0.573
9876,6974,0,4.878,89.80,-0.381
9888,6794,0,4.812,89.95,-0.569
9900,6614,0,4.567,89.75,-0.521
9912,6817,58,4.768,89.90,-0.167
9924,6849,9,4.811,89.70,-0.483
9936,6912,18,4.883,89.85,-0.416
9948,6919,2,4.728,89.65,-0.545
9960,6739,0,4.752,89.80,-0.493
9972,6559,0,4.752,89.95,-0.477
9984,6379,0,4.610,89.75,-0.610
9996,6431,15,4.582,89.90,-0.451
10008,6494,18,4.648,89.70,-0.508
10020,6501,2,4.580,89.85,-0.586
10032,6321,0,4.465,89.65,-0.396
10044,6465,41,4.571,89.80,-0.033
10056,6285,0,4.471,89.95,-0.483
10068,6313,8,4.471,89.75,-0.499
10080,6133,0,4.413,89.90,-0.475
10092,6318,53,4.512,89.70,-0.084
10104,6390,37,4.518,89.85,0.284
10116,6634,54,4.735,89.65,0.651
10128,6454,0,4.598,89.80,-0.480
10140,6496,12,4.685,89.95,-0.406
10152,6741,70,4.797,89.75,-0.065
10164,6561,0,4.689,89.90,-0.477
10176,6607,13,4.705,89.70,-0.405
10188,6652,13,4.642,89.85,-0.562
10200,6472,0,4.663,89.65,-0.527
10212,6292,0,4.528,89.80,-0.457
10224,6558,76,4.678,89.95,-0.086
10236,6562,1,4.663,89.75,-0.394
10248,6712,43,4.745,89.90,-0.023
10260,6789,33,4.678,89.70,0.337
10272,6609,0,4.708,89.85,-0.597
10284,6770,46,4.746,89.65,-0.220
10296,6837,19,4.682,89.80,-0.512
10308,6657,0,4.765,89.95,-0.547
10320,6477,0,4.649,89.75,-0.553
10332,6687,60,4.653,89.90,-0.169
10344,6750,48,4.844,89.70,0.191
10356,6570,0,4.572,89.85,-0.568
10368,6390,0,4.572,89.65,-0.411
10380,6670,80,4.643,89.80,-0.029
10392,6490,0,4.648,89.95,-0.459
10404,6539,14,4.595,89.75,-0.545
10416,6578,11,4.716,89.90,-0.597
10428,6581,1,4.646,89.70,-0.464
10440,6606,7,4.606,89.85,-0.462
10452,6739,38,4.744,89.65,-0.099
10464,6791,15,4.788,89.80,-0.572
10476,6826,10,4.728,89.95,-0.554
10488,6994,48,4.961,89.75,-0.175
10500,7057,18,4.892,89.90,-0.484
10512,6877,0,4.855,89.70,-0.490
10524,7112,67,4.884,89.85,-0.123
10536,7150,11,5.000,89.65,-0.545
10548,7164,4,4.968,89.80,-0.564
10560,7171,2,4.951,89.95,-0.440
10572,7200,9,5.000,89.75,-0.547
10584,7200,3,4.966,89.90,-0.505
10596,7200,15,4.978,89.70,-0.468
10608,7020,0,4.881,89.85,-0.453
10620,7041,6,4.913,89.65,-0.418
10632,6861,0,4.861,89.80,-0.455
10644,7179,91,4.898,89.95,-0.088
10656,7200,17,5.000,89.75,-0.470
10668,7020,0,5.000,89.90,-0.533
10680,6840,0,4.807,89.70,-0.397
10692,6660,0,4.702,89.85,-0.480
10704,6480,0,4.625,89.65,-0.477
10716,6300,0,4.511,89.80,-0.448
10728,6342,12,4.585,89.95,-0.565
10740,6352,3,4.489,89.75,-0.530
10752,6172,0,4.351,89.90,-0.518
10764,5992,0,4.363,89.70,-0.486
10776,6335,98,4.553,89.85,-0.122
10788,6402,19,4.569,89.65,-0.399
10800,6538,39,4.637,89.80,-0.048
10812,6615,33,4.625,89.95,0.324
10824,6667,15,4.709,89.75,-0.540
10836,6793,36,4.885,89.90,-0.164
10848,6613,0,4.701,89.70,-0.579
10860,6680,19,4.785,89.85,-0.531
10872,6739,17,4.657,89.65,-0.522
10884,6778,11,4.776,89.80,-0.419
10896,6785,2,4.769,89.95,-0.422
10908,6605,0,4.703,89.75,-0.454
10920,6629,7,4.679,89.90,-0.543
10932,6449,0,4.569,89.70,-0.540
10944,6269,0,4.492,89.85,-0.512
10956,6089,0,4.493,89.65,-0.573
10968,5909,0,4.330,89.80,-0.450
10980,5969,17,4.359,89.95,-0.565
10992,6004,10,4.397,89.75,-0.426
11004,6207,58,4.522,89.90,-0.044
11016,6242,10,4.486,89.70,-0.441
11028,6266,7,4.430,89.85,-0.476
11040,6494,65,4.615,89.65,-0.084
11052,6546,15,4.602,89.80,-0.481
11064,6602,16,4.736,89.95,-0.428
11076,6669,19,4.629,89.75,-0.440
11088,6714,13,4.788,89.90,-0.416
11100,6534,0,4.658,89.70,-0.444
11112,6555,6,4.658,89.85,-0.527
11124,6758,58,4.743,89.65,-0.148
11136,6804,13,4.756,89.80,-0.589
11148,6811,2,4.727,89.95,-0.404
11160,6930,34,4.821,89.75,-0.032
11172,7035,46,4.846,89.90,0.330
11184,6855,0,4.802,89.70,-0.588
11196,6675,0,4.753,89.85,-0.462
11208,6682,2,4.732,89.65,-0.573
11220,6738,16,4.808,89.80,-0.593
11232,6558,0,4.609,89.95,-0.586
11244,6378,0,4.537,89.75,-0.429
11256,6392,4,4.589,89.90,-0.530
11268,6448,16,4.577,89.70,-0.583
11280,6268,0,4.461,89.85,-0.412
11292,6499,66,4.619,89.65,-0.032
11304,6319,0,4.504,89.80,-0.523
11316,6337,5,4.455,89.95,-0.544
11328,6157,0,4.491,89.75,-0.511
11340,5977,0,4.415,89.90,-0.538
11352,6243,76,4.422,89.70,-0.185
11364,6063,0,4.350,89.85,-0.446
11376,6070,2,4.250,89.65,-0.442
11388,5890,0,4.268,89.80,-0.479
11400,5710,0,4.197,89.95,-0.568
11412,5773,18,4.263,89.75,-0.610
11424,5593,0,4.080,89.90,-0.509
11436,5803,60,4.271,89.70,-0.143
11448,5851,30,4.231,89.85,0.232
11460,5671,0,4.144,89.65,-0.568
11472,6014,98,4.369,89.80,-0.197
11484,6074,17,4.375,89.95,-0.436
11496,5894,0,4.310,89.75,-0.485
11508,5714,0,4.069,89.90,-0.470
11520,5534,0,4.154,89.70,-0.540
11532,5548,4,4.154,89.85,-0.574
11544,5558,3,4.062,89.65,-0.551
11556,5378,0,3.983,89.80,-0.576
11568,5198,0,3.784,89.95,-0.505
11580,5233,10,3.918,89.75,-0.559
11592,5053,0,3.754,89.90,-0.541
11604,5092,11,3.840,89.70,-0.499
11616,5141,14,3.838,89.85,-0.497
11628,4961,0,3.851,89.65,-0.520
11640,4971,3,3.801,89.80,-0.498
11652,5150,51,3.821,89.95,-0.138
11664,4970,0,3.773,89.75,-0.485
11676,4790,0,3.662,89.90,-0.436
11688,4610,0,3.588,89.70,-0.546
11700,4430,0,3.488,89.70,-0.515
11712,4250,0,3.414,89.70,-0.495
11724,4299,14,3.352,89.70,-0.460
11736,4119,0,3.247,89.70,-0.539
11748,4140,6,3.290,89.70,-0.575
11760,3960,0,3.156,89.70,-0.573
11772,3780,0,3.092,89.70,-0.470
11784,3600,0,2.975,89.70,-0.527
11796,3420,0,2.791,89.70,-0.609
11808,3626,59,3.001,89.70,-0.213
11820,3693,19,3.032,89.70,-0.447
11832,3913,63,3.269,89.70,-0.080
11844,4032,60,3.278,89.70,0.280
11856,3852,0,3.070,89.70,-0.547
11868,4142,83,3.293,89.70,-0.185
11880,4188,13,3.307,89.70,-0.534
11892,4008,0,3.240,89.70,-0.438
11904,4029,6,3.249,89.70,-0.600
11916,4088,17,3.305,89.70,-0.499
11928,4092,1,3.204,89.70,-0.459
11940,4144,15,3.265,89.70,-0.430
11952,4183,11,3.350,89.70,-0.498
11964,4207,7,3.246,89.70,-0.470
11976,4027,0,3.397,89.70,-0.400
11988,4087,17,3.176,89.70,-0.528
12000,4349,75,3.473,89.70,-0.149
12012,4169,0,3.311,89.70,-0.514
12024,3989,0,3.345,89.70,-0.439
12036,4329,97,3.392,89.70,-0.050
12048,4385,16,3.425,89.70,-0.433
12060,4427,12,3.480,89.70,-0.470
12072,4444,5,3.510,89.70,-0.450
12084,4497,15,3.428,89.70,-0.543
12096,4504,2,3.515,89.85,-0.557
12108,4836,95,3.727,89.65,-0.199
12120,4892,48,3.774,89.80,0.173
12132,4941,14,3.741,89.95,-0.511
12144,4986,13,3.737,89.75,-0.475
12156,5042,16,3.717,89.90,-0.519
12168,5098,16,3.917,89.70,-0.411
12180,4918,0,3.657,89.85,-0.496
12192,4925,2,3.782,89.65,-0.402
12204,4992,19,3.804,89.80,-0.477
12216,5016,7,3.919,89.95,-0.570
12228,5083,19,3.827,89.75,-0.548
12240,4903,0,3.635,89.90,-0.403
12252,4917,4,3.811,89.70,-0.551
12264,4962,13,3.765,89.85,-0.502
12276,4782,0,3.672,89.65,-0.477
12288,4602,0,3.574,89.80,-0.596
12300,4665,18,3.617,89.95,-0.545
12312,4485,0,3.548,89.95,-0.500
12324,4305,0,3.360,89.95,-0.508
12336,4365,17,3.409,89.95,-0.489
12348,4501,39,3.528,89.75,-0.129
12360,4321,0,3.401,89.75,-0.394
12372,4332,3,3.420,89.75,-0.535
12384,4395,18,3.434,89.75,-0.527
12396,4215,0,3.459,89.75,-0.524
12408,4260,13,3.371,89.75,-0.572
12420,4593,95,3.603,89.90,-0.189
12432,4649,16,3.676,89.70,-0.444
12444,4890,69,3.731,89.85,-0.046
12456,4925,10,3.790,89.65,-0.465
12468,4981,16,3.686,89.80,-0.485
12480,5030,14,3.839,89.95,-0.457
12492,5048,5,3.827,89.75,-0.594
12504,4868,0,3.821,89.90,-0.507
12516,4899,9,3.651,89.70,-0.491
12528,4924,7,3.796,89.85,-0.465
12540,4744,0,3.618,89.65,-0.463
12552,4564,0,3.464,89.80,-0.555
12564,4620,16,3.487,89.95,-0.478
12576,4784,47,3.650,89.75,-0.105
12588,4858,40,3.768,89.90,0.259
12600,4678,0,3.633,89.70,-0.430
12612,4737,17,3.646,89.85,-0.410
12624,4557,0,3.445,89.65,-0.578
12636,4377,0,3.444,89.65,-0.519
12648,4521,41,3.462,89.80,-0.140
12660,4538,5,3.493,89.95,-0.543
12672,4738,57,3.645,89.75,-0.148
12684,4558,0,3.557,89.90,-0.436
12696,4575,5,3.533,89.70,-0.404
12708,4395,0,3.488,89.70,-0.415
12720,4215,0,3.357,89.70,-0.585
12732,4544,94,3.624,89.85,-0.225
12744,4580,31,3.629,89.65,0.167
12756,4400,0,3.474,89.65,-0.611
12768,4220,0,3.286,89.65,-0.426
12780,4040,0,3.210,89.65,-0.585
12792,4313,78,3.302,89.65,-0.200
12804,4133,0,3.247,89.65,-0.507
12816,4196,18,3.339,89.65,-0.490
12828,4214,5,3.329,89.65,-0.573
12840,4252,11,3.373,89.65,-0.577
12852,4072,0,3.272,89.65,-0.554
12864,4079,2,3.282,89.65,-0.408
12876,4132,15,3.267,89.65,-0.497
12888,4356,64,3.401,89.65,-0.147
12900,4176,0,3.316,89.65,-0.597
12912,4284,31,3.462,89.65,-0.233
12924,4316,32,3.429,89.65,0.142
12936,4136,0,3.284,89.65,-0.565
12948,4202,19,3.356,89.65,-0.453
12960,4022,0,3.141,89.65,-0.432
12972,3842,0,3.083,89.65,-0.586
12984,4042,57,3.212,89.65,-0.193
12996,3862,0,3.188,89.65,-0.578
13008,3872,3,3.134,89.65,-0.481
13020,3907,10,3.239,89.65,-0.491
13032,4194,82,3.339,89.65,-0.115
13044,4014,0,3.208,89.65,-0.442
13056,4175,46,3.340,89.65,-0.073
13068,3995,0,3.170,89.65,-0.421
13080,4002,2,3.214,89.65,-0.587
13092,4009,2,3.254,89.65,-0.452
13104,4016,2,3.280,89.65,-0.488
13116,4065,14,3.214,89.65,-0.545
13128,3885,0,3.163,89.65,-0.424
13140,3892,2,3.191,89.65,-0.474
13152,3945,15,3.207,89.65,-0.492
13164,3765,0,3.204,89.65,-0.501
13176,3585,0,3.012,89.65,-0.433
13188,3875,83,3.161,89.65,-0.048
13200,3695,0,2.983,89.65,-0.481
13212,3515,0,2.959,89.65,-0.562
13224,3335,0,2.896,89.65,-0.593
13236,3155,0,2.770,89.65,-0.441
13248,2975,0,2.624,89.65,-0.452
13260,2795,0,2.553,89.65,-0.435
13272,2615,0,2.499,89.65,-0.586
13284,2435,0,2.283,89.65,-0.462
13296,2607,49,2.386,89.65,-0.519
13308,2427,0,2.390,89.65,-0.600
13320,2462,10,2.332,89.65,-0.413
13332,2693,66,2.535,89.65,-0.460
13344,2696,1,2.554,89.65,-0.554
13356,2864,48,2.542,89.65,-0.177
13368,2684,0,2.450,89.65,-0.593
13380,2740,16,2.562,89.65,-0.486
13392,2775,10,2.483,89.65,-0.449
13404,2793,5,2.572,89.65,-0.415
13416,2845,15,2.583,89.65,-0.562
13428,2905,17,2.611,89.65,-0.455
13440,2725,0,2.580,89.65,-0.435
13452,2756,9,2.553,89.65,-0.478
13464,2763,2,2.508,89.65,-0.598
13476,2819,16,2.605,89.65,-0.427
13488,2639,0,2.396,89.65,-0.438
13500,2643,1,2.420,89.65,-0.415
13512,2660,5,2.502,89.65,-0.578
13524,2709,14,2.487,89.65,-0.593
13536,2716,2,2.490,89.65,-0.582
13548,2723,2,2.519,89.65,-0.571
13560,2543,0,2.422,89.65,-0.507
13572,2568,7,2.401,89.65,-0.592
13584,2575,2,2.381,89.65,-0.543
13596,2582,2,2.436,89.65,-0.531
13608,2620,11,2.525,89.65,-0.506
13620,2440,0,2.332,89.65,-0.513
13632,2444,1,2.305,89.65,-0.497
13644,2264,0,2.260,89.65,-0.430
13656,2292,8,2.246,89.65,-0.549
13668,2351,17,2.264,89.65,-0.442
13680,2372,6,2.321,89.65,-0.491
13692,2432,17,2.265,89.65,-0.584
13704,2729,85,2.540,89.65,-0.476
13716,2932,58,2.710,89.65,-0.099
13728,2942,31,2.647,89.65,0.039
13740,2762,0,2.546,89.65,-0.557
13752,2582,0,2.319,89.65,-0.610
13764,2642,17,2.471,89.65,-0.579
13776,2663,6,2.497,89.65,-0.606
13788,2483,0,2.347,89.65,-0.461
13800,2486,1,2.409,89.65,-0.522
13812,2518,9,2.375,89.65,-0.425
13824,2570,15,2.438,89.65,-0.486
13836,2390,0,2.257,89.65,-0.497
13848,2439,14,2.416,89.65,-0.529
13860,2467,8,2.418,89.65,-0.613
13872,2733,76,2.485,89.65,-0.479
13884,2553,0,2.426,89.65,-0.469
13896,2373,0,2.330,89.65,-0.551
13908,2555,52,2.471,89.65,-0.561
13920,2375,0,2.382,89.65,-0.409
13932,2641,76,2.477,89.65,-0.583
13944,2669,8,2.499,89.65,-0.419
13956,2489,0,2.293,89.65,-0.510
13968,2496,2,2.372,89.65,-0.552
13980,2675,51,2.522,89.65,-0.590
13992,2495,0,2.473,89.65,-0.555
14004,2771,79,2.553,89.65,-0.517
14016,2591,0,2.338,89.65,-0.415
14028,2651,17,2.518,89.65,-0.500
14040,2661,3,2.437,89.65,-0.450
14052,2948,82,2.611,89.65,-0.086
14064,2768,0,2.513,89.65,-0.464
14076,2915,42,2.653,89.65,-0.088
14088,2926,3,2.647,89.65,-0.471
14100,2746,0,2.601,89.65,-0.487
14112,2809,18,2.579,89.65,-0.434
14124,2963,44,2.652,89.65,-0.063
14136,2783,0,2.534,89.65,-0.514
14148,2849,19,2.512,89.65,-0.557
14160,3161,89,2.771,89.65,-0.204
14172,2981,0,2.628,89.65,-0.435
14184,2801,0,2.667,89.65,-0.542
14196,2829,8,2.515,89.65,-0.454
14208,2874,13,2.609,89.65,-0.512
14220,3060,53,2.716,89.65,-0.150
14232,3165,90,2.662,89.65,0.165
14244,3183,5,2.727,89.65,-0.543
14256,3214,9,2.880,89.65,-0.575
14268,3561,99,2.998,89.65,-0.203
14280,3591,35,3.046,89.65,0.124
14292,3771,84,3.084,89.65,0.310
14304,3591,0,2.968,89.65,-0.584
14316,3748,45,3.146,89.65,-0.210
14328,3808,17,3.141,89.65,-0.432
14340,3628,0,3.034,89.65,-0.418
14352,3448,0,2.882,89.65,-0.435
14364,3756,88,3.119,89.65,-0.043
14376,3576,0,2.872,89.65,-0.428
14388,3639,18,3.001,89.65,-0.545
14400,3747,31,3.149,89.65,-0.172
14412,3751,1,3.032,89.65,-0.393
14424,3571,0,3.007,89.65,-0.466
14436,3700,37,3.042,89.65,-0.083
14448,3520,0,2.954,89.65,-0.422
14460,3340,0,2.846,89.65,-0.574
14472,3358,5,2.889,89.65,-0.538
14484,3382,7,2.921,89.65,-0.574
14496,3410,8,2.827,89.65,-0.539
14508,3230,0,2.755,89.65,-0.569
14520,3444,61,2.953,89.65,-0.214
14532,3545,90,3.001,89.65,0.147
14544,3594,14,3.065,89.65,-0.555
14556,3640,13,2.981,89.65,-0.467
14568,3902,75,3.100,89.65,-0.121
14580,3909,2,3.061,89.65,-0.563
14592,3955,13,3.213,89.65,-0.573
14604,4014,17,3.246,89.65,-0.550
14616,3834,0,3.175,89.65,-0.604
14628,3654,0,3.031,89.65,-0.442
14640,3474,0,3.023,89.65,-0.472
14652,3488,4,2.907,89.65,-0.433
14664,3551,18,2.925,89.65,-0.562
14676,3579,8,3.063,89.65,-0.530
14688,3635,16,3.053,89.65,-0.413
14700,3455,0,2.937,89.65,-0.461
14712,3275,0,2.722,89.65,-0.590
14724,3475,57,2.930,89.65,-0.204
14736,3295,0,2.833,89.65,-0.537
14748,3326,9,2.821,89.65,-0.542
14760,3561,67,2.996,89.65,-0.179
14772,3599,11,3.004,89.65,-0.516
14784,3624,7,2.889,89.65,-0.452
14796,3659,10,2.996,89.65,-0.570
14808,3981,92,3.122,89.65,-0.193
14820,4040,17,3.210,89.65,-0.423
14832,4047,2,3.248,89.65,-0.449
14844,3867,0,3.183,89.65,-0.470
14856,3888,6,3.172,89.65,-0.467
14868,3708,0,3.123,89.65,-0.451
14880,3768,17,3.055,89.65,-0.427
14892,3588,0,3.046,89.65,-0.425
14904,3794,59,3.119,89.65,-0.075
14916,3614,0,2.908,89.65,-0.526
14928,3434,0,2.916,89.65,-0.475
14940,3455,6,2.918,89.65,-0.539
14952,3501,13,2.960,89.65,-0.579
14964,3830,94,3.087,89.65,-0.202
14976,3903,63,3.177,89.65,0.165
14988,3723,0,3.115,89.65,-0.481
15000,3789,19,3.132,89.65,-0.512
15012,3943,44,3.191,89.65,-0.157
15024,3763,0,3.187,89.65,-0.505
15036,3805,12,3.034,89.65,-0.536
15048,4113,88,3.261,89.65,-0.155
15060,4131,5,3.278,89.65,-0.413
15072,4302,49,3.525,89.65,-0.030
15084,4458,67,3.421,89.65,0.322
15096,4278,0,3.274,89.65,-0.403
15108,4341,18,3.318,89.65,-0.454
15120,4348,2,3.470,89.65,-0.555
15132,4168,0,3.211,89.65,-0.562
15144,3988,0,3.148,89.65,-0.530
15156,4033,13,3.240,89.65,-0.433
15168,4051,5,3.153,89.65,-0.543
15180,3871,0,3.170,89.65,-0.516
15192,3691,0,3.085,89.65,-0.427
15204,3511,0,2.977,89.65,-0.455
15216,3556,13,3.018,89.65,-0.600
15228,3595,11,2.976,89.65,-0.476
15240,3637,12,3.011,89.65,-0.455
15252,3457,0,2.904,89.65,-0.495
15264,3460,1,2.922,89.65,-0.504
15276,3747,82,3.042,89.65,-0.109
15288,3810,18,3.058,89.65,-0.538
15300,3873,18,3.168,89.65,-0.540
15312,3887,4,3.147,89.65,-0.451
15324,3707,0,3.078,89.65,-0.592
15336,3721,4,3.154,89.65,-0.539
15348,3833,32,3.180,89.65,-0.176
15360,3840,2,3.113,89.65,-0.572
15372,3858,5,3.085,89.65,-0.501
15384,4015,45,3.204,89.65,-0.118
15396,3835,0,3.103,89.65,-0.435
15408,3877,12,3.082,89.65,-0.470
15420,3933,16,3.149,89.65,-0.409
15432,3986,15,3.166,89.65,-0.442
15444,4031,13,3.271,89.65,-0.416
15456,4276,70,3.463,89.65,-0.065
15468,4096,0,3.291,89.65,-0.437
15480,4149,15,3.307,89.65,-0.522
15492,4159,3,3.431,89.65,-0.543
15504,3979,0,3.283,89.65,-0.506
15516,4025,13,3.261,89.65,-0.473
15528,4088,18,3.201,89.65,-0.485
15540,4287,57,3.375,89.65,-0.127
15552,4107,0,3.286,89.65,-0.469
15564,4160,15,3.269,89.65,-0.408
15576,4205,13,3.422,89.65,-0.589
15588,4237,9,3.350,89.65,-0.550
15600,4261,7,3.334,89.65,-0.413
15612,4081,0,3.260,89.65,-0.557
15624,4379,85,3.406,89.65,-0.180
15636,4400,6,3.532,89.65,-0.566
15648,4438,11,3.421,89.65,-0.594
15660,4258,0,3.353,89.65,-0.401
15672,4078,0,3.267,89.65,-0.569
15684,4145,19,3.283,89.65,-0.603
15696,4397,72,3.547,89.65,-0.218
15708,4217,0,3.320,89.65,-0.560
15720,4493,79,3.307,89.65,-0.172
15732,4313,0,3.481,89.65,-0.578
15744,4133,0,3.217,89.65,-0.390
15756,3953,0,3.256,89.65,-0.557
15768,4016,18,3.307,89.65,-0.523
15780,4083,19,3.241,89.65,-0.504
15792,4100,5,3.369,89.65,-0.610
15804,4107,2,3.281,89.65,-0.538
15816,3927,0,3.234,89.65,-0.503
15828,3994,19,3.308,89.65,-0.555
15840,4001,2,3.230,89.65,-0.419
15852,4043,12,3.263,89.65,-0.440
15864,4263,63,3.388,89.65,-0.079
15876,4083,0,3.155,89.65,-0.521
15888,3903,0,3.169,89.65,-0.459
15900,4180,79,3.324,89.65,-0.085
15912,4215,10,3.336,89.65,-0.593
15924,4035,0,3.271,89.65,-0.506
15936,4315,80,3.420,89.65,-0.134
15948,4350,10,3.429,89.65,-0.483
15960,4170,0,3.264,89.65,-0.421
15972,3990,0,3.322,89.65,-0.570
15984,4011,6,3.241,89.65,-0.427
15996,4049,11,3.243,89.65,-0.420
16008,3869,0,3.141,89.65,-0.452
16020,3876,2,3.168,89.65,-0.491
